char_id	word	n	log_odds_weighted	rank	d	play_short_name
H11	göddelkind	4493	2.7081274113898	40	151.9213253652625	arnold-der-pfingstmontag
H11	nächst	4493	2.7081274113898	41	151.9213253652625	arnold-der-pfingstmontag
H11	rosin	4493	2.7081274113898	42	151.9213253652625	arnold-der-pfingstmontag
H11	syfzt	4493	2.7081274113898	43	151.9213253652625	arnold-der-pfingstmontag
H11	wende	4493	2.7081274113898	44	151.9213253652625	arnold-der-pfingstmontag
H11	wärdst	4493	2.7081274113898	45	151.9213253652625	arnold-der-pfingstmontag
H11	zwergs	4493	2.7081274113898	46	151.9213253652625	arnold-der-pfingstmontag
H11	dest	4493	2.609568884020399	47	151.9213253652625	arnold-der-pfingstmontag
H11	goyem	4493	2.609568884020399	48	151.9213253652625	arnold-der-pfingstmontag
H11	lawendji	4493	2.609568884020399	49	151.9213253652625	arnold-der-pfingstmontag
H11	pflatschnase	4493	2.609568884020399	50	151.9213253652625	arnold-der-pfingstmontag
H5	un	2634	4.745570053571331	1	157.1216482299076	arnold-der-pfingstmontag
H5	gewachse	2634	4.030980021803053	2	157.1216482299076	arnold-der-pfingstmontag
H5	elf	2634	3.8239227175238244	3	157.1216482299076	arnold-der-pfingstmontag
H5	schnurrt	2634	3.8239227175238244	4	157.1216482299076	arnold-der-pfingstmontag
H5	finster	2634	3.7523755776994663	5	157.1216482299076	arnold-der-pfingstmontag
H5	frayt	2634	3.6794426106683975	6	157.1216482299076	arnold-der-pfingstmontag
H5	du	2634	3.637585679999469	7	157.1216482299076	arnold-der-pfingstmontag
H5	bedyt	2634	3.6050397076566587	8	157.1216482299076	arnold-der-pfingstmontag
H5	lust	2634	3.529073898174774	9	157.1216482299076	arnold-der-pfingstmontag
H5	drinn	2634	3.4793302737859393	10	157.1216482299076	arnold-der-pfingstmontag
H5	jez	2634	3.4618592075184997	11	157.1216482299076	arnold-der-pfingstmontag
H5	nettlecht	2634	3.3720288975236192	12	157.1216482299076	arnold-der-pfingstmontag
H5	ex	2634	3.2907056844310545	13	157.1216482299076	arnold-der-pfingstmontag
H5	greeser	2634	3.2907056844310545	14	157.1216482299076	arnold-der-pfingstmontag
H5	herkeleß	2634	3.2907056844310545	15	157.1216482299076	arnold-der-pfingstmontag
H5	ritterli	2634	3.2907056844310545	16	157.1216482299076	arnold-der-pfingstmontag
H5	baßgeye	2634	3.207327052466835	17	157.1216482299076	arnold-der-pfingstmontag
